# mean, standard deviation
2.126539999999999964e+03,9.302687783645990915e-01
2.126568270826500338e+03,9.369247759392450581e-01
2.126595556075999866e+03,9.393702201678594266e-01
2.126650107349500104e+03,9.422289992183903173e-01
2.126706890360499528e+03,9.663868843429996858e-01
2.126740362665999783e+03,9.451843659974088485e-01
2.126778270826499465e+03,9.576295153340054211e-01
2.126796016317499834e+03,9.531868262719448426e-01
2.126855276507500093e+03,9.634992791105572163e-01
2.126901779654500388e+03,9.957401334925128911e-01
2.126954580352000448e+03,9.991542048428414535e-01
2.127000421214499966e+03,9.847647217032989841e-01
2.127006560290999914e+03,9.890502875688972351e-01
2.127072300345999793e+03,1.011368560119432658e+00
2.127109856313000364e+03,1.010715922331739014e+00
2.127154999999999745e+03,1.013151025267210903e+00
2.127182038445999751e+03,1.027838237398915444e+00
2.127205964677999873e+03,1.029404601808817432e+00
2.127261567883999305e+03,1.027971396873017529e+00
2.127309999999999491e+03,1.027083248816704542e+00
2.127346827604999817e+03,1.044155845680076578e+00
2.127373346404999666e+03,1.052721259594335601e+00
2.127400145100500140e+03,1.059200038699706692e+00
2.127440868091999619e+03,1.045119310001274782e+00
2.127467797919000077e+03,1.028804916027158844e+00
2.127511741446499855e+03,1.040750800522098451e+00
2.127540421214499929e+03,1.037162786379898893e+00
2.127575739810000414e+03,1.060152059639480449e+00
2.127630342211499737e+03,1.063539770759942549e+00
2.127668268911999803e+03,1.064323334033242752e+00
2.127705553015000078e+03,1.068291366285582189e+00
2.127749951951499497e+03,1.063388819359705195e+00
2.127783501327999147e+03,1.070730459951247493e+00
2.127840276507499766e+03,1.066635430253220829e+00
2.127880000000000109e+03,1.067520491606571253e+00
2.127904754671500086e+03,1.057692459868592172e+00
2.127955737600000248e+03,1.056197271224280865e+00
2.127991906299000220e+03,1.056496279060922028e+00
2.128038270826499684e+03,1.057455344616907267e+00
2.128056358440000622e+03,1.056877836566477269e+00
2.128089209946499977e+03,1.052170450864913009e+00
2.128132824094499938e+03,1.033712887652666890e+00
2.128164346703500087e+03,1.057654571089727158e+00
2.128223163558000124e+03,1.059697515191575068e+00
2.128255228960999830e+03,1.058188984694888868e+00
2.128293622912499814e+03,1.043994779159078679e+00
2.128326681124999595e+03,1.061330668663974075e+00
2.128358005134999985e+03,1.064096355114652281e+00
2.128395783413499430e+03,1.064220364617070480e+00
2.128414999999999964e+03,1.067836597986748792e+00
2.128447461902999748e+03,1.066394487089812548e+00
2.128487402879999991e+03,1.072018517197139031e+00
2.128528086768999856e+03,1.069847244429972699e+00
2.128553270826500011e+03,1.057860035431857026e+00
2.128600421214499875e+03,1.065088574115506281e+00
2.128655276507499821e+03,1.053724553119353979e+00
2.128676358440000058e+03,1.056269991917539786e+00
2.128718662814500021e+03,1.080279267778390340e+00
2.128769898141999420e+03,1.065361782648344136e+00
2.128824997240999892e+03,1.067235191173112829e+00
2.128853077787499842e+03,1.073001523929898005e+00
2.128883608377000201e+03,1.069393588603814615e+00
2.128935759107499962e+03,1.085469912888447297e+00
2.128983611227499750e+03,1.062994946090259019e+00
2.129031728328999634e+03,1.039624154183362403e+00
2.129068681416999425e+03,1.037892534397272915e+00
2.129113047270499919e+03,1.036439766303782539e+00
2.129143826578999779e+03,1.051203413977136014e+00
2.129175000000000182e+03,1.041093175465097831e+00
2.129226358439999785e+03,1.055088627474185525e+00
2.129256923222500518e+03,1.057616930849438530e+00
2.129295209094500024e+03,1.061994163551062131e+00
2.129337923004499771e+03,1.057365817959800003e+00
2.129396269317000133e+03,1.054046303069058110e+00
2.129436728329000289e+03,1.052422650588395570e+00
2.129463511185499556e+03,1.038390951899422099e+00
2.129493508315500549e+03,1.059946576245395233e+00
2.129539405290500326e+03,1.070767423691817433e+00
2.129560000000000400e+03,1.064142847553859017e+00
2.129593891125000482e+03,1.060313868022857653e+00
2.129637678256000527e+03,1.061360393981777062e+00
2.129686088079999990e+03,1.061431030658020136e+00
2.129734429786500186e+03,1.032186393569668015e+00
2.129753270826499829e+03,1.034996556015518099e+00
2.129813891124999827e+03,1.048595920133972959e+00
2.129860986412999864e+03,1.045094167084368753e+00
2.129885121913999683e+03,1.042369164015387817e+00
2.129937572476499554e+03,1.043634371176491049e+00
2.129988334719999784e+03,1.035012854215863864e+00
2.130041001512500770e+03,1.033480194604500690e+00
2.130064731382500213e+03,1.031281494778660601e+00
2.130100401224500274e+03,1.025478261545254677e+00
2.130156932139999753e+03,1.040961571583497669e+00
2.130180000000000291e+03,1.035181143568608908e+00
2.130219584119500269e+03,1.037654344189839151e+00
2.130257293315999959e+03,1.030652930698238823e+00
2.130293490959999872e+03,1.022845702638455867e+00
2.130319894515000215e+03,1.021878134476615685e+00
2.130349999999999909e+03,1.018577439373190563e+00
2.130386419810999541e+03,1.019823274052642947e+00
2.130409139345499625e+03,1.024025872453636410e+00
2.130439281340500202e+03,1.020363608312001125e+00
2.130492840154000078e+03,1.015812085123019459e+00
2.130531213317000038e+03,1.003294169824946458e+00
2.130569273183500172e+03,1.008128001987989908e+00
2.130578346405000048e+03,1.004264205451986802e+00
2.130610517866499777e+03,1.004679426690345823e+00
2.130675749293000081e+03,1.006921924133114210e+00
2.130690000000000055e+03,1.006429331846022235e+00
2.130720310936000260e+03,9.837183810354218627e-01
2.130770518688999800e+03,9.730144891540460916e-01
2.130796088079999663e+03,9.572984358305500763e-01
2.130835330892499769e+03,9.615471054135865669e-01
2.130860000000000127e+03,9.718024490605361443e-01
2.130904999999999745e+03,9.562818622142799097e-01
2.130943961206000495e+03,9.608367495495159227e-01
2.130976122260500233e+03,9.626826940814956490e-01
2.131048312653499579e+03,9.550850384848681429e-01
2.131078334720000385e+03,9.531956351096968483e-01
2.131121001512500243e+03,9.418694419291135933e-01
2.131147325865500534e+03,9.412125874789706304e-01
2.131165644390500347e+03,9.470965841946786812e-01
2.131219796902999860e+03,9.438164065550223025e-01
2.131230000000000018e+03,9.482088377566970649e-01
2.131251419811000233e+03,9.475274335181300689e-01
2.131302731039500031e+03,9.457006925273800935e-01
2.131331088079999972e+03,9.433350675362378590e-01
2.131363087683000231e+03,9.316465040621085825e-01
2.131394999999999982e+03,9.270787453070212791e-01
2.131460000000000491e+03,9.382963284592400477e-01
2.131505921607499658e+03,9.795469570356516442e-01
2.131537859226499677e+03,9.695459710668014042e-01
2.131596925549999924e+03,9.726886271825854191e-01
2.131635000000000218e+03,9.840096544241657694e-01
2.131664999999999964e+03,9.784043131548589844e-01
2.131704338778500187e+03,1.005941663132837283e+00
2.131742886781000379e+03,1.023429621858753968e+00
2.131823102382999878e+03,1.035110626699030201e+00
2.131858730434999870e+03,1.063386067667999590e+00
2.131898891125000318e+03,1.050667603227356084e+00
2.131952089248999982e+03,1.033542311164006522e+00
2.132001798700999643e+03,1.052705066291369729e+00
2.132053991929999484e+03,1.075017566677713532e+00
2.132113929297999675e+03,1.106502358828397758e+00
2.132179999999999836e+03,1.118302284715558592e+00
2.132236881574499876e+03,1.139728144472414773e+00
2.132295334034000007e+03,1.152104485164239245e+00
2.132372842100000526e+03,1.156716222379476688e+00
2.132454240246499921e+03,1.189165326479617146e+00
2.132513512514499780e+03,1.208398617775973571e+00
2.132557668906000345e+03,1.234010488538361150e+00
2.132611798701000225e+03,1.258130971471368431e+00
2.132673852420000003e+03,1.267548330777676924e+00
2.132737771818499368e+03,1.316171646041944143e+00
2.132790659141999640e+03,1.330473482618488967e+00
2.132863429439999436e+03,1.350505810174662091e+00
2.132903045283999745e+03,1.360738939825321125e+00
2.132950779089000207e+03,1.381507048911203572e+00
2.133035672406999765e+03,1.411161579404374811e+00
2.133109253342000102e+03,1.427250119644494220e+00
2.133184083702499720e+03,1.463489910042272690e+00
2.133245626321500367e+03,1.479706147061510935e+00
2.133335759079500349e+03,1.462189499571997509e+00
2.133408314432500447e+03,1.470428285829487036e+00
2.133478492672999892e+03,1.496551478164163118e+00
2.133534074084999702e+03,1.496930377172946303e+00
2.133591038031999688e+03,1.525421319766134376e+00
2.133663102383000023e+03,1.530959581460359376e+00
2.133756077930499941e+03,1.592446589526352207e+00
2.133815000000000055e+03,1.629808270932509462e+00
2.133881342591000248e+03,1.644548900179163997e+00
2.133956210546000420e+03,1.681072045282974825e+00
2.134101002147499912e+03,1.800535687086097347e+00
2.134224220397500176e+03,1.837813901614032908e+00
2.134354253341999538e+03,1.892214861596100750e+00
2.134432636896499844e+03,1.919124459231018154e+00
2.134553492673000164e+03,1.987908971720121931e+00
2.134682606474500062e+03,2.083204805103534785e+00
2.134805214838999746e+03,2.147141543483028769e+00
2.134923005988500336e+03,2.265194770988617545e+00
2.135081766673499715e+03,2.376035871170028901e+00
2.135192227735499728e+03,2.424302526818255643e+00
2.135280000000000200e+03,2.444913086389838508e+00
2.135485921941000015e+03,2.581941597884657824e+00
2.135681467941999927e+03,2.749254659555132374e+00
2.135919253342000047e+03,2.918036860970961044e+00
2.136203438281499530e+03,3.179139850992139138e+00
2.136517017924000356e+03,3.462072504822182317e+00
2.136811638771499929e+03,3.684473385760689279e+00
2.137076954626499628e+03,3.844044050620164299e+00
2.137393181469999945e+03,4.095730259600929735e+00
2.137836270838500241e+03,4.483990104220122674e+00
2.138155000000000200e+03,4.668241103456391095e+00
2.138502338683000289e+03,4.856590214260275928e+00
2.138848766657500164e+03,5.183034400839967581e+00
2.139204890104999777e+03,5.424261066118723384e+00
2.139576057943999785e+03,5.742099041537968240e+00
2.139734999999999673e+03,5.779643155074541738e+00
2.140192278425500263e+03,6.107826388643182725e+00
2.140656217158500112e+03,6.372806384111726175e+00
2.140994143447000170e+03,6.599690831704815075e+00
2.141544253342000502e+03,6.838509634743927812e+00
